"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name"
"Fam234a",254.315260326349,0.0997206013290032,0.0947673219516348,1.05226779944142,0.292676700856063,0.363985537878062,0.0997206013290032,"Fam234a"
"Zfp108",10.4821144461622,-0.244578592687103,0.232436406535056,-1.05223874492405,0.292690027484177,0.363985537878062,-0.244578592687103,"Zfp108"
"Zcchc2",172.957877277091,0.0769642761781049,0.0731543042828757,1.05208130857887,0.292762246941779,0.364050177924145,0.0769642761781049,"Zcchc2"
"Numb",150.190025854517,0.0738212436263609,0.0701776441476157,1.05191966078373,0.292836410730023,0.364117226642945,0.0738212436263609,"Numb"
"Nars1",705.694057967296,0.0532753153229244,0.0506530557990618,1.05176902918286,0.292905531655297,0.364177996153199,0.0532753153229244,"Nars1"
"Tapbp",924.101472661586,-0.0795669790939317,0.0756591130401449,-1.05165096307319,0.292959716779439,0.364220188428492,-0.0795669790939317,"Tapbp"
"Gm40190",3.02914223858472,1.00838767787045,0.958927401975533,1.0515787491243,0.292992861881992,0.364236218814591,1.00838767787045,"Gm40190"
"Zbtb44",293.063126765562,0.0616865967041243,0.058667167511286,1.05146710367869,0.293044110394883,0.364274750816392,0.0616865967041243,"Zbtb44"
"ENSMUSG00000121628_Gm4832",21.195488710243,0.178845813427327,0.170171957274073,1.05097112527938,0.293271851666523,0.364532655430137,0.178845813427327,"ENSMUSG00000121628_Gm4832"
"Prss53",6.46610386296718,0.319025362356712,0.303590985201013,1.05083937899368,0.29333236633065,0.364582678517247,0.319025362356712,"Prss53"
"Foxi1",22.3763418513321,1.86640930974412,1.77651753546066,1.05059999267621,0.293442344441816,0.364694168541355,1.86640930974412,"Foxi1"
"Haus5",8.83104400949376,-0.296432050244952,0.282168912090777,-1.05054822676421,0.293466130212476,0.364698529537871,-0.296432050244952,"Haus5"
"Ccr10",7.37603759940441,-0.409685372546369,0.390058817020499,-1.05031691291018,0.293572431757467,0.364805427496877,-0.409685372546369,"Ccr10"
"ENSMUSG00000136750",5.94777758108549,0.348130664793783,0.331509547542116,1.05013767288122,0.293654820253477,0.364882597380244,0.348130664793783,"ENSMUSG00000136750"
"Toe1",94.4589368544576,0.152087204655381,0.144852888683802,1.04994250399362,0.293744548159786,0.364968875601127,0.152087204655381,"Toe1"
"Slc49a4",198.400426527472,-0.0854613798418405,0.0814562530768008,-1.0491690522674,0.29410031950747,0.365385670143079,-0.0854613798418405,"Slc49a4"
"Gm10516",72.9579701714747,-0.166549439940192,0.158782420994033,-1.04891611361972,0.294216728575607,0.365505047669627,-0.166549439940192,"Gm10516"
"Polr1h",169.345857578038,-0.0811519031965407,0.0773785950206293,-1.04876423738251,0.294286640886196,0.365555762751554,-0.0811519031965407,"Polr1h"
"Mvd",130.328105909213,0.310000635524687,0.295593658780405,1.04873912655544,0.294298201080979,0.365555762751554,0.310000635524687,"Mvd"
"Cyp4f17",85.6254857422108,-0.139511567843421,0.133046646887994,-1.04859138585334,0.294366222181716,0.365615003947266,-0.139511567843421,"Cyp4f17"
"Gm59075",5.59064527016237,0.338692388028497,0.323153087263372,1.04808649948766,0.294598755789584,0.365878554179772,0.338692388028497,"Gm59075"
"Gm57227",21.0381066766139,0.195935838162604,0.186998098638749,1.04779588449785,0.294732659050912,0.366018773796555,0.195935838162604,"Gm57227"
"Fkbp5",295.539332803344,0.305909881693365,0.291967516696669,1.04775313759024,0.29475235848267,0.366018773796555,0.305909881693365,"Fkbp5"
"Tbx18",87.9807748310479,0.136946585016835,0.130736110728481,1.04750389355892,0.294867237362707,0.366136149893382,0.136946585016835,"Tbx18"
"Odad3",4.12820561369461,1.06973371235824,1.02132734786397,1.04739554325605,0.294917186374171,0.366172892042375,1.06973371235824,"Odad3"
"Myoz1",20.7931628868061,1.37007830142275,1.30817331902095,1.04732169774578,0.294951232076879,0.366189884733537,1.37007830142275,"Myoz1"
"Orai3",140.264013344196,0.0797964838160966,0.0761970167300379,1.04723895029659,0.294989385054197,0.366211974018829,0.0797964838160966,"Orai3"
"Chst4",18.5873714721143,1.0804962734708,1.03183156287556,1.04716342506486,0.295024210916455,0.366229930122394,1.0804962734708,"Chst4"
"Gm66074",4.40685337313951,0.78394615478476,0.748732820073242,1.04703057454871,0.295085477045212,0.366259561426562,0.78394615478476,"Gm66074"
"Herpud1",299.177880698541,0.0671119906229848,0.0640978928633957,1.04702335170382,0.295088808219299,0.366259561426562,0.0671119906229848,"Herpud1"
"Gm9895",41.7132579308942,-0.164928562235934,0.157533203607604,-1.04694476122476,0.295125055755084,0.366279274966253,-0.164928562235934,"Gm9895"
"Lypd5",5.23700859493897,1.00970434834552,0.964636421490718,1.04672011739423,0.295228682530057,0.366382604290733,1.00970434834552,"Lypd5"
"Aoc1",47.2025409695352,1.28287870743543,1.22568037724119,1.04666659535089,0.29525337550407,0.366387968250048,1.28287870743543,"Aoc1"
"Prep",133.141322086879,-0.0871233695561667,0.0832467994437038,-1.04656719703782,0.295299237661773,0.366419599074485,-0.0871233695561667,"Prep"
"P4ha2",107.258088433244,0.135252283118333,0.129294585335317,1.04607847859649,0.295524800649998,0.366674190431213,0.135252283118333,"P4ha2"
"Myh1",30.0175054026566,1.2653111702476,1.21003365696025,1.04568262458601,0.295707587563399,0.366843336519596,1.2653111702476,"Myh1"
"Gm37176",1.15964926979059,1.02240061718867,0.977778248123189,1.04563649186422,0.295728894425601,0.366843336519596,1.02240061718867,"Gm37176"
"Ppm1d",101.439104938645,0.111293725253602,0.106439291534361,1.04560753504897,0.295742268947426,0.366843336519596,0.111293725253602,"Ppm1d"
"Kank2",489.317667818025,-0.126310881867861,0.120801536857831,-1.04560658045696,0.295742709859566,0.366843336519596,-0.126310881867861,"Kank2"
"Tmem212",15.7341819163924,1.92707874789392,1.84346247289625,1.04535827348104,0.295857414178988,0.366960309731969,1.92707874789392,"Tmem212"
"Harbi1",55.927885232648,0.138864115183078,0.132891011296398,1.04494738830272,0.296047286192491,0.36717049299808,0.138864115183078,"Harbi1"
"Galnt1",562.14141261157,0.0510301679160665,0.0488513482863475,1.04460101319922,0.296207411132333,0.367332906486893,0.0510301679160665,"Galnt1"
"Gm49708",5.36265552731917,0.57096856669128,0.546603306604676,1.04457576416424,0.296219085715885,0.367332906486893,0.57096856669128,"Gm49708"
"Rchy1",274.543053437519,-0.0608970109209182,0.0583133516813939,-1.0443064781054,0.296343616662249,0.367461998572024,-0.0608970109209182,"Rchy1"
"Slit3",207.884978620885,0.145269004972741,0.13912200479121,1.04418424095279,0.296400156613704,0.367506770774444,0.145269004972741,"Slit3"
"Ctxnd1",5.72887576170185,0.372064657158869,0.356362333831688,1.04406280304191,0.296456334027898,0.367551087325138,0.372064657158869,"Ctxnd1"
"Zfp455",15.5805118637975,0.193469066537337,0.185356641329467,1.04376657426292,0.296593399918963,0.36769170046738,0.193469066537337,"Zfp455"
"Cldn4",97.1148846769215,1.22676313349577,1.17536519859557,1.04372933192306,0.296610635053999,0.36769170046738,1.22676313349577,"Cldn4"
"Tpk1",53.6501909380963,-0.159496646264875,0.152852368240902,-1.04346859718589,0.296731317514898,0.367815952916813,-0.159496646264875,"Tpk1"
"Timm8a1",5.0986914475779,-0.39569875456918,0.37931395443401,-1.0431958802033,0.296857581158584,0.367947105969147,-0.39569875456918,"Timm8a1"
"Mapk6",288.488350807528,0.194606285434666,0.186572649098824,1.04305902486054,0.296920956552784,0.368000297998786,0.194606285434666,"Mapk6"
"Leng8",134.496674935659,0.116963197272946,0.112160675421324,1.04281823226886,0.297032485492204,0.368113159516488,0.116963197272946,"Leng8"
"Rbfox3",34.0680142544644,0.749613325700677,0.719003312772731,1.04257283990793,0.297146173742947,0.368228681338063,0.749613325700677,"Rbfox3"
"Gm60516",3.38748621188966,0.641007919210958,0.615498071406614,1.04144586147288,0.297668667109132,0.368848056824599,0.641007919210958,"Gm60516"
"Zfp646",71.3082779333172,0.117960675549289,0.113270556212573,1.04140634153782,0.29768700060413,0.368848056824599,0.117960675549289,"Zfp646"
"Ccdc107",108.865791768508,-0.167175158220875,0.160563278526526,-1.04117927682485,0.297792351679347,0.368908490736513,-0.167175158220875,"Ccdc107"
"Ift140",56.7708606340633,-0.119446742435049,0.114722740360195,-1.04117755608018,0.297793150147291,0.368908490736513,-0.119446742435049,"Ift140"
"Gabra4",8.39641878979322,0.903023514781687,0.867317279842996,1.04116859627789,0.297797307739544,0.368908490736513,0.903023514781687,"Gabra4"
"Gm15853",6.61952271585305,-0.329608053505133,0.316653707981873,-1.04091013367828,0.297917258120951,0.369013888235871,-0.329608053505133,"Gm15853"
"Unc45bos",20.8546393716423,0.184871017272032,0.177607432121214,1.0408968536061,0.297923422165745,0.369013888235871,0.184871017272032,"Unc45bos"
"Prkd2",125.116452531136,-0.137387173687548,0.132019784737464,-1.04065594380992,0.298035257042108,0.369126988924346,-0.137387173687548,"Prkd2"
"Rpl26",684.641813569445,0.0711546492166435,0.0684182489487328,1.03999518125582,0.29834213942725,0.369481630499106,0.0711546492166435,"Rpl26"
"Ogfrl1",268.436696679249,0.114759427548354,0.110392841484254,1.03955497480987,0.29854670454598,0.36970951721041,0.114759427548354,"Ogfrl1"
"Gm19181",12.6908780174951,0.297749321475557,0.286515421005805,1.03920871145545,0.298707679850529,0.369883396199078,0.297749321475557,"Gm19181"
"Padi1",7.61060615546841,0.673643359922273,0.648607422953622,1.03859952273541,0.298991027863837,0.370208772350198,0.673643359922273,"Padi1"
"Lrba",191.370670626215,0.133159238605708,0.128310835122601,1.03778639176087,0.2993695136572,0.370651894585144,0.133159238605708,"Lrba"
"Gramd2a",23.0353545156668,0.812427166518121,0.782934593617577,1.03766926783025,0.299424057330915,0.370693907981404,0.812427166518121,"Gramd2a"
"Ino80e",209.421690075126,0.0686941333629163,0.0663063647782024,1.03601115206212,0.300196939808372,0.371625174436876,0.0686941333629163,"Ino80e"
"Mob2",179.667758164068,-0.0667169576270898,0.0644256602947992,-1.03556498019277,0.300405136741167,0.37185731517045,-0.0667169576270898,"Mob2"
"Faim2",22.5838781428145,0.799720909522812,0.772320980371577,1.03547738550111,0.300446022302863,0.371882331370126,0.799720909522812,"Faim2"
"Rnase2a",50.8808189991354,1.03606981157972,1.00085928602541,1.03518029561791,0.300584719133092,0.372028403408189,1.03606981157972,"Rnase2a"
"Wdr46",80.5934785989809,-0.109539500609941,0.105966609904458,-1.03371713701802,0.301268419240975,0.372848949870514,-0.109539500609941,"Wdr46"
"Trim8",316.492525917697,0.0709699589495348,0.0686821847247305,1.03330957269303,0.301459048882005,0.373045105541635,0.0709699589495348,"Trim8"
"Rps19",896.745285205977,-0.0642229350498287,0.0621538586725923,-1.03328958847327,0.301468398145651,0.373045105541635,-0.0642229350498287,"Rps19"
"Spire1",146.443517456841,-0.15229312218781,0.147418444006623,-1.03306694907842,0.301572569103926,0.373148337087453,-0.15229312218781,"Spire1"
"Cdhr3",9.26630955506652,-0.905443808128073,0.877752630814375,-1.03154781465936,0.302283997929951,0.374002888269113,-0.905443808128073,"Cdhr3"
"Gm10642",29.597428045758,-0.282550310757709,0.274199859602905,-1.03045388559606,0.302796988987478,0.374611820328022,-0.282550310757709,"Gm10642"
"Gm57065",13.3097486921197,-0.561196657025242,0.544648090693561,-1.03038396097305,0.302829799367073,0.374626643607963,-0.561196657025242,"Gm57065"
"D630033O11Rik",34.0058281851244,0.261544205221404,0.253843726023938,1.03033551121425,0.302852534590497,0.374629001866896,0.261544205221404,"D630033O11Rik"
"Zfp947",24.4908646645063,0.186148235844692,0.180692034365981,1.03019613729989,0.302917942629139,0.37468414250242,0.186148235844692,"Zfp947"
"D730003I15Rik",79.2901433241144,-0.138539352794062,0.134495473572741,-1.03006702838319,0.302978541694634,0.374733327666049,-0.138539352794062,"D730003I15Rik"
"Cnmd",8.34683281391491,0.437115487849445,0.424396333335779,1.02996999152583,0.303024092598234,0.374763895308522,0.437115487849445,"Cnmd"
"Rbm28",696.240855628442,0.105615779927266,0.102559044979633,1.02980463544917,0.303101724301983,0.374834131827247,0.105615779927266,"Rbm28"
"H2az1",45.1036650289592,0.122373358783925,0.11886511573287,1.02951448816102,0.30323797518647,0.37497684576857,0.122373358783925,"H2az1"
"Tcf7l1",391.178173768456,-0.0925300393278744,0.0898879488703945,-1.02939315548617,0.303294964126457,0.375021533396016,-0.0925300393278744,"Tcf7l1"
"Gpr182",12.2918846196602,-0.316672713545026,0.307877850155026,-1.02856608029961,0.303683624049612,0.375476294916912,-0.316672713545026,"Gpr182"
"Gm57238",12.29814665081,-0.253743581986688,0.246715954959995,-1.02848468810147,0.303721889822442,0.375497794222329,-0.253743581986688,"Gm57238"
"Txk",23.9184895800158,0.461776828368129,0.44904167012464,1.02836074932635,0.303780164619236,0.375544026451412,0.461776828368129,"Txk"
"Tmem179b",270.721305332402,-0.0718248642678275,0.0698586817283201,-1.02814514231966,0.303881558619887,0.375643554181257,-0.0718248642678275,"Tmem179b"
"Jazf1",21.8941541433854,-0.239819467755275,0.23353567172081,-1.02690722144571,0.304464153560581,0.376319545200729,-0.239819467755275,"Jazf1"
"Myot",7.18758186277764,1.32400724148537,1.28934456180684,1.02688395383617,0.304475110945145,0.376319545200729,1.32400724148537,"Myot"
"Gm32273",23.0071723490529,0.176150711783602,0.171551188104066,1.02681137758571,0.304509290864651,0.376319545200729,0.176150711783602,"Gm32273"
"Cpap",84.1934699394251,0.113830179215681,0.110863196183155,1.0267625608378,0.304532282635349,0.376319545200729,0.113830179215681,"Cpap"
"St8sia6",26.0299885300453,0.303226408787706,0.295323267111012,1.02676098552615,0.30453302459672,0.376319545200729,0.303226408787706,"St8sia6"
"Zfp442",23.6027874996957,0.165798212897678,0.161496358424464,1.02663747043699,0.30459120312304,0.376365579786411,0.165798212897678,"Zfp442"
"Izumo4",67.4062227564478,0.126527627419036,0.123265887263776,1.02646101226919,0.304674331889905,0.376442435486146,0.126527627419036,"Izumo4"
"Set",375.683708945029,0.0738583799862289,0.0719789000236654,1.02611154049236,0.304839011148123,0.37660301336781,0.0738583799862289,"Set"
"Poc1b",147.626135849458,-0.0722737290553563,0.0704356169352954,-1.02609634443537,0.304846173224839,0.37660301336781,-0.0722737290553563,"Poc1b"
"Gm26982",20.3906996116677,0.243187817107136,0.237147066535724,1.02547259242822,0.305140251103392,0.376940422825935,0.243187817107136,"Gm26982"
"Gjc2",14.9593536107551,0.267900877354154,0.261414917749655,1.02481097735482,0.305452385775301,0.377300090004435,0.267900877354154,"Gjc2"
"Hps6",49.7984141320792,-0.131160681719225,0.128029309296711,-1.02445824662896,0.305618882485917,0.37747982560031,-0.131160681719225,"Hps6"
"Acvr2b",59.6957287086954,0.129586527774603,0.126576218957659,1.02378257813144,0.305937981009425,0.377848007033958,0.129586527774603,"Acvr2b"
"Enox2",169.375033778633,-0.0679383137153769,0.0663773410900831,-1.02351664889944,0.306063632183777,0.377968908737947,-0.0679383137153769,"Enox2"
"Hdac2",309.006468537695,-0.0670614320978293,0.0655237563868463,-1.0234674535737,0.306086880652571,0.377968908737947,-0.0670614320978293,"Hdac2"
"Abhd12",366.669684754117,0.085351917102623,0.0833969276252625,1.02344198441153,0.306098917195427,0.377968908737947,0.085351917102623,"Abhd12"
"Gtpbp6",102.340187492334,-0.0861661787324768,0.0842100357689646,-1.02322933300823,0.306199426965056,0.378067062085089,-0.0861661787324768,"Gtpbp6"
"Rpl18",593.979780911512,0.0738635932934775,0.0721951698630616,1.02310990380077,0.306255884818496,0.378110814411413,0.0738635932934775,"Rpl18"
"Gm44777",10.1811804974242,0.249912991623475,0.244325286352261,1.02286994258612,0.306369342709152,0.378224929505581,0.249912991623475,"Gm44777"
"Rabif",100.570435049992,0.09262736483656,0.0905703899715177,1.02271133938685,0.306444348384407,0.378291561430469,0.09262736483656,"Rabif"
"Zfp810",78.5697692333592,0.155842372472908,0.152390115664926,1.0226540730212,0.306471433440849,0.378299032452619,0.155842372472908,"Zfp810"
"Fa2h",6.71939057351674,0.468252463744409,0.457937474773352,1.02252488503187,0.306532540821261,0.378332932557635,0.468252463744409,"Fa2h"
"Zfp51",37.127976033976,0.141425012474723,0.138312013853681,1.02250707320577,0.306540966649751,0.378332932557635,0.141425012474723,"Zfp51"
"Scfd2",75.9757829919949,-0.0971429257668696,0.0950133273495103,-1.02241368107787,0.306585148014751,0.378361498023419,-0.0971429257668696,"Scfd2"
"Rwdd2b",34.8399554831707,-0.136256919583136,0.133404454839244,-1.02138208013615,0.307073452031493,0.378938120633854,-0.136256919583136,"Rwdd2b"
"Gm57245",6.0371347136656,-0.34742222944754,0.340316503290084,-1.02087975778065,0.307311410588195,0.379205751292486,-0.34742222944754,"Gm57245"
"Rps6kc1",72.9586701085339,0.0944993838292059,0.0926010536069561,1.02050009312321,0.307491345119246,0.379401751616571,0.0944993838292059,"Rps6kc1"
"Phykpl",111.82379188813,-0.103485632659422,0.101446984691527,-1.02009569800516,0.307683076851043,0.379612280164828,-0.103485632659422,"Phykpl"
"Gm10034",5.2846054350158,-0.361839031772157,0.354867689053256,-1.01964490691587,0.307896899076222,0.379824193750684,-0.361839031772157,"Gm10034"
"Wrn",209.126525766194,-0.079867820067826,0.0783290811812858,-1.01964454150789,0.30789707243884,0.379824193750684,-0.079867820067826,"Wrn"
"Hmgb2",114.556304076813,0.142127270211323,0.139471140362321,1.01904429720803,0.308181937005914,0.380149531512816,0.142127270211323,"Hmgb2"
"Ccl3",4.95956219673563,0.546280840827552,0.536162852602625,1.01887111010361,0.308264160722634,0.380224879629495,0.546280840827552,"Ccl3"
"Rfxap",86.5599205964738,-0.0907810751134213,0.0891219275336848,-1.01861660340671,0.308385018719184,0.380347867152386,-0.0907810751134213,"Rfxap"
"Dhx16",136.059721127075,0.0787269586628969,0.0772976676402288,1.01849073932373,0.308444799575121,0.380395513244523,0.0787269586628969,"Dhx16"
"Gm56614",4.3072855062575,-0.427187889900881,0.419471013203313,-1.01839668643284,0.308489476276435,0.380424526589506,-0.427187889900881,"Gm56614"
"Gm74540",7.06413472786634,-0.347405304140648,0.341216163427238,-1.01813847459993,0.308612153231712,0.38054971808759,-0.347405304140648,"Gm74540"
"Zfp248",20.8167387084609,0.200398959761763,0.196929360486039,1.01761849663839,0.308859293674925,0.380828357855433,0.200398959761763,"Zfp248"
"Gm57373",1.39144066714464,-1.38861022789987,1.36710213742745,-1.01573261417973,0.309756732716695,0.381908732838119,-1.38861022789987,"Gm57373"
"ENSMUSG00000121788_4930431P19Rik",45.9349741258373,0.1695115797804,0.166914843390033,1.01555725265427,0.309840269832582,0.381960776690481,0.1695115797804,"ENSMUSG00000121788_4930431P19Rik"
"Abhd1",35.4384485101463,-0.156737116305951,0.154336437094044,-1.01555484406086,0.309841417319811,0.381960776690481,-0.156737116305951,"Abhd1"
"Myl12b",172.813287458248,-0.0634135885111039,0.0624531748412663,-1.01537814005899,0.309925609207934,0.382038380317586,-0.0634135885111039,"Myl12b"
"Fcgbp",104.478056317964,1.33949371514964,1.31965119285674,1.01503618713817,0.310088578032825,0.382213073224944,1.33949371514964,"Fcgbp"
"Med17",120.954713785088,0.0730807287483519,0.0720025516703961,1.01497415095636,0.310118149462841,0.382223328735603,0.0730807287483519,"Med17"
"Prr18",7.80413272052164,0.926245716722698,0.912670036621308,1.01487468587404,0.310165566401046,0.382255576078471,0.926245716722698,"Prr18"
"Yju2b",66.661794760942,0.103143428503499,0.101636223519655,1.01482940758373,0.310187153027645,0.382255987280249,0.103143428503499,"Yju2b"
"Gabrp",15.3960974276652,1.16213713672521,1.14546741001706,1.01455277257334,0.310319061544555,0.382391380127574,1.16213713672521,"Gabrp"
"Gm42571",15.6700288211634,0.23196846778703,0.228650783427768,1.01450983158476,0.310339540516079,0.382391380127574,0.23196846778703,"Gm42571"
"Carf",130.015209252731,-0.0886572863008754,0.0874757469862289,-1.01350705030084,0.310818030267095,0.382954726153169,-0.0886572863008754,"Carf"
"Casp8",272.375666416846,0.0747435579162996,0.073755177439484,1.01340082840458,0.310868743884928,0.382987297964571,0.0747435579162996,"Casp8"
"Mettl17",82.8916023699681,-0.0892966626100992,0.0881191719183521,-1.01336248021983,0.310887053835357,0.382987297964571,-0.0892966626100992,"Mettl17"
"Gm52698",7.38018581636131,0.340413048157908,0.336017952225901,1.01307994380328,0.311021977272551,0.383127270955695,0.340413048157908,"Gm52698"
"Tial1",259.047253745591,-0.0511445910214865,0.0504962421557378,-1.01283954682705,0.311136807706069,0.383230629141166,-0.0511445910214865,"Tial1"
"Gm44704",11.3229581101242,0.28953781318135,0.285874311741778,1.01281507742774,0.311148497573026,0.383230629141166,0.28953781318135,"Gm44704"
"9530026P05Rik",69.8707591028857,-0.212228094553397,0.209714259349538,-1.01198695411393,0.311544291153026,0.383691839268579,-0.212228094553397,"9530026P05Rik"
"Pbrm1",1135.17191863023,-0.0375938582112225,0.0371511660760027,-1.01191596878316,0.311578233350851,0.383707367685615,-0.0375938582112225,"Pbrm1"
"Gm44224",37.7717060047287,0.206038032644108,0.203663134751551,1.01166091200282,0.311700210888694,0.383831301728334,0.206038032644108,"Gm44224"
"Hoxa10",87.7847058209349,-0.542753094522579,0.536700161474703,-1.01127805333847,0.311883367079194,0.384030549756033,-0.542753094522579,"Hoxa10"
"Ezh1",297.370694152109,0.0864975305276886,0.0855376357012747,1.01122190037805,0.311910236121832,0.384037343023499,0.0864975305276886,"Ezh1"
"Gm37879",7.80979255355272,0.288385839709704,0.285543355922578,1.00995464866602,0.312517018463808,0.38475810076597,0.288385839709704,"Gm37879"
"Gm17484",9.21130656036995,-0.375897208879639,0.372217682487031,-1.00988541535164,0.31255019097578,0.384772603346364,-0.375897208879639,"Gm17484"
"Actn2",5.38148692755078,0.819231739925521,0.811340659115342,1.00972597727172,0.312626593100662,0.384840319177915,0.819231739925521,"Actn2"
"Fbxl6",89.8645953121693,-0.0868850142546317,0.0860610834475738,-1.00957379077803,0.312699531767242,0.384898555252173,-0.0868850142546317,"Fbxl6"
"Abcc2",4.78779978054864,-0.552926418115826,0.547702448510396,-1.00953797015083,0.312716701206494,0.384898555252173,-0.552926418115826,"Abcc2"
"Kat2a",62.5327321124178,0.116118488147557,0.115033874080278,1.00942864939524,0.312769104353337,0.384936712118456,0.116118488147557,"Kat2a"
"Pdxdc1",397.874634046444,-0.0892394562280271,0.0884292769992524,-1.00916188909677,0.312897000767736,0.385067769812419,-0.0892394562280271,"Pdxdc1"
"Qrsl1",102.017457497645,0.121263732554223,0.120173417971141,1.00907284324179,0.312939700864211,0.385084783163479,0.121263732554223,"Qrsl1"
"Gm56503",111.264621900869,-0.159796346945615,0.158364139005217,-1.00904376425998,0.31295364591908,0.385084783163479,-0.159796346945615,"Gm56503"
"Gzmb",6.8499557003611,0.503582766464273,0.499232130209907,1.0087146559508,0.313111500923943,0.385248328448602,0.503582766464273,"Gzmb"
"Fau",658.08826685549,0.0572554212916603,0.0567628697686447,1.00867735414053,0.31312939584066,0.385248328448602,0.0572554212916603,"Fau"
"Gm57146",14.5034556065225,-0.215156539459439,0.213392183265298,-1.00826813881907,0.313325754225401,0.385463544151714,-0.215156539459439,"Gm57146"
"Gm62265",15.6289967922244,-0.226451413249574,0.22460474100285,-1.00822187563129,0.313347958308924,0.385464494777669,-0.226451413249574,"Gm62265"
"Ccdc142os",9.34436400920861,-0.318190228753047,0.315994993638671,-1.00694705662611,0.313960217012214,0.386191250388571,-0.318190228753047,"Ccdc142os"
"Ltbp2",68.2405056761477,0.286674442145322,0.284784911389946,1.00663493984339,0.314110237521262,0.386349362788581,0.286674442145322,"Ltbp2"
"Phospho2",153.772166691416,-0.0935273516383767,0.0929553478811579,-1.00615353253209,0.314341720809286,0.386607644315907,-0.0935273516383767,"Phospho2"
"1110025M09Rik",24.9815573880625,0.169822832569211,0.168833173879611,1.00586175493156,0.314482075795312,0.38675381984646,0.169822832569211,"1110025M09Rik"
"Snrpd3",341.987436875921,0.0715788893414966,0.0711984032115481,1.00534402616893,0.314731222411098,0.387033759488992,0.0715788893414966,"Snrpd3"
"Hoxaas2",5.89192483180041,0.412923563627283,0.410819515848936,1.00512158672404,0.314838306784112,0.387138974897043,0.412923563627283,"Hoxaas2"
"Cct3",400.559712646351,-0.0762832077611657,0.0759174544634823,-1.00481777609995,0.314984602668648,0.387292388815853,-0.0762832077611657,"Cct3"
"Senp1",155.168760399237,0.0734472207183463,0.0731110078395312,1.00459866289291,0.315090141385249,0.387395671813185,0.0734472207183463,"Senp1"
"Prmt1",170.660690218199,-0.0643200717296892,0.0640722355465455,-1.00386807454164,0.315442206621362,0.38780201833847,-0.0643200717296892,"Prmt1"
"Usp2",280.748911618123,-0.184302285560073,0.183602267142515,-1.00381268939895,0.31546890685368,0.387808335634631,-0.184302285560073,"Usp2"
"Rapgef5",178.782907712083,0.149945724699452,0.149406364916682,1.00361001877711,0.315566623557502,0.387901947191446,0.149945724699452,"Rapgef5"
"Capn3",7.19908162370985,0.786354677072543,0.783570087709252,1.00355372085659,0.31559377086748,0.387908806316032,0.786354677072543,"Capn3"
"Vps26c",140.903041239487,-0.0792037896945168,0.0789697204781219,-1.00296403754474,0.31587821307369,0.388231894242407,-0.0792037896945168,"Vps26c"
"Agbl5",27.6537488110919,-0.319378515074666,0.318660552414679,-1.00225306412904,0.316221385057987,0.388627115247896,-0.319378515074666,"Agbl5"
"Hmgn1",597.972511190747,-0.0567998412279161,0.0566851124930285,-1.00202396590289,0.316332018088452,0.388736517992546,-0.0567998412279161,"Hmgn1"
"Ifih1",222.154353257617,0.0744346741810029,0.0742891177747987,1.00195932339169,0.316363238974077,0.388748323849679,0.0744346741810029,"Ifih1"
"Gm72039",109.765918432933,0.0973202341548055,0.0971511608600838,1.00174031162597,0.316469031785488,0.388851756093304,0.0973202341548055,"Gm72039"
"Col4a3",13.8970075415294,-0.507425988721823,0.506633402342353,-1.00156441793179,0.316554013381848,0.388929604801279,-0.507425988721823,"Col4a3"
"Tgfbr3",508.30481770046,0.0765797484209076,0.0764868524284721,1.00121453543303,0.316723100755581,0.389089218206633,0.0765797484209076,"Tgfbr3"
"Adgrg5",4.67805583754493,0.581028915125237,0.580328994942572,1.00120607481061,0.316727190245931,0.389089218206633,0.581028915125237,"Adgrg5"
"Pilrb1",23.4157997226361,-0.170009821079936,0.169901950173554,-1.00063490093122,0.31700335052446,0.389401875599845,-0.170009821079936,"Pilrb1"
"Runx3",58.1036469823559,0.327805611034561,0.327637396498257,1.00051341677752,0.317062107986346,0.389447454363342,0.327805611034561,"Runx3"
"Mark4",140.512355884954,-0.102036758767022,0.102014862483065,-1.00021463817549,0.317206646700728,0.389598384837428,-0.102036758767022,"Mark4"
"Gm57059",7.41559005825742,-0.311668297507613,0.31174390424955,-0.999757471626852,0.317427891627969,0.389843500090177,-0.311668297507613,"Gm57059"
"Zfp72",44.8865552308828,-0.129581547984082,0.129628350290229,-0.999638950075023,0.317485266429371,0.38988734139005,-0.129581547984082,"Zfp72"
"4932441J04Rik",6.45665607903017,-0.397200809877172,0.397381861848607,-0.999544387933075,0.317531047655632,0.389916940201694,-0.397200809877172,"4932441J04Rik"
"6430710M23Rik",16.6682064705773,-0.195735942410915,0.19592380416917,-0.999041148884121,0.317774758128097,0.39018956852075,-0.195735942410915,"6430710M23Rik"
"Gm30445",7.09788283403711,0.300074090880653,0.300393756433528,0.998935844883495,0.317825770645912,0.390225565624778,0.300074090880653,"Gm30445"
"Wscd1",10.4681375081959,0.315371921749,0.315754670919227,0.998787827368911,0.317897483985106,0.390286972488472,0.315371921749,"Wscd1"
"Nop9",102.753803304362,-0.0917001201138281,0.091822007671697,-0.998672567057075,0.317953334056032,0.390328896753245,-0.0917001201138281,"Nop9"
